restaurantName	address	city	postalCode	country	region	priceRange	cuisineType	description	facilitiesServices	creditCards	phoneNumber	website
Ristorante del Lago	via Acquapartita 147	Bagno di Romagna	47021	ITA	Emilia-Romagna	€€€	Cuisine from Romagna, Modern Cuisine	Once off the main road, follow a series of twists and turns uphill to reach the village of Acquapartita, at an altitude of almost 800m, where you’ll find one of the best restaurants in the region....	Car park, Interesting wine list, Wheelchair access	Amex, Mastercard, Visa	+39 0543 903406	https://www.ristorantedellagoacquapartita.it/
La Tradizione - Cucina Casalinga	via Imbriani 11/13	Minervino Murge	76013	ITA	Apulia	€	Apulian, Traditional Cuisine	A famous trattoria in the historic centre, next to the Immacolata church. Pleasant, rustic atmosphere with period photos on the walls and typical regional dishes such as troccoli alla murgese (...	Air conditioning, Terrace	Amex, Mastercard, Visa	+39 0883 691690	https://www.osterialatradizione.net/
Lo Scudiero	via Baldassini 2	Pesaro	61121	ITA	Marche	€€€	Country cooking, Creative	Young, enthusiastic chef Daniele Patti is at the helm at this restaurant housed in the delightful stables of a restored 16C palazzo. Here, he serves a selection of creative dishes, including two ...	Air conditioning, Interesting wine list	Amex, Mastercard, Visa	+39 0721 165 1804	https://www.ristorantescudiero.it/
Da Annetta	via Fè 25	Capolago	21100	ITA	Lombardy	€€	Traditional Cuisine, Modern Cuisine	In an 18th Century building, a rustic yet elegant atmosphere with a particular attentiveness at the tables and in the cuisine, which has a traditional base, but also knows how to add imaginative ...	Air conditioning, Car park, Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 0332 490230	https://www.ristoranteannetta.it/
Controcorrente	via XXV Luglio 23	Morciano di Romagna	47833	ITA	Emilia-Romagna	€€	Seafood, Modern Cuisine	A welcoming restaurant with a rustic - style dining room, a young, lively atmosphere and beautifully prepared dishes with an emphasis on fish – it is difficult not to be impressed!	Air conditioning, Terrace	Mastercard, Visa	+39 0541 988036	https://www.ristorantecontrocorrente.com
La Torre	strada Spicciano 7	Tavarnelle Val di Pesa	50028	ITA	Tuscany	€€€€	Creative, Contemporary	Il Castello del Nero, the spectacular 12C residence that is home to this restaurant, stands in a magical location that includes many of the attractions that make Tuscany such a special place to ...	Air conditioning, Car park, Garden or park, Interesting wine list, Restaurant offering vegetarian menus, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 055 806470	https://www.comohotels.com/it/tuscany/como-castello-del-nero/dining/la-torre
Antica Trattoria La Toppa	via del Giglio 43	San Donato in Poggio	50028	ITA	Tuscany	€	Tuscan	The two traditional rooms at this restaurant are perfectly in keeping with the medieval atmosphere of the beautifully preserved village of San Donato. The cuisine is obviously Tuscan in style, ...	Terrace	Amex, Mastercard, Visa	+39 055 807 2900	httpss://anticatrattorialatoppa.business.site
Josè Restaurant - Tenuta Villa Guerra	via Nazionale 414	Torre del Greco	80059	ITA	Campania	€€€	Campanian, Contemporary	Leaving the traffic behind, you enter the beautifully tended gardens of this 18C villa, a reminder of the splendour of the “Golden Mile” and its luxurious residences. This golden age is now ...	Air conditioning, Car park, Garden or park, Interesting wine list, Restaurant offering vegetarian menus, Terrace	Amex, Mastercard, Visa	+39 081 883 6298	https://www.joserestaurant.it/
Il Favri	via Borgo Meduna 12	San Giorgio della Richinvelda	33095	ITA	Friuli-Venezia Giulia	€	Friulian, Traditional Cuisine	This inn, which has been serving food since the early 19C, boasts a warm atmosphere with a rustic feel. The beautiful garden makes a delightful setting in fine weather, while the cuisine focuses ...	Air conditioning, Terrace	Amex, Mastercard, Visa	+39 0427 94043	http://www.ilfavri.it
Rosselli 77	via F.lli Rosselli 77	Cuorgnè	10082	ITA	Piedmont	€	Piedmontese, Traditional Cuisine	A series of rooms teeming with warmth and atmosphere provide the backdrop for this simple and homely restaurant on the edge of town, where the chef announces dishes at your table. Although the ...	Air conditioning, Car park	Mastercard, Visa	+39 0124 651613	
daní maison	via Montetignuso 4	Ischia	80077	ITA	Campania	€€€€	Creative, Contemporary	This aptly named restaurant (At Nino’s house) is situated in chef Nino Di Costanzo’s own house in a residential district amid the hills of Ischia. Once over the threshold, you make your way ...	Air conditioning, Car park, Garden or park, Interesting wine list, Restaurant offering vegetarian menus	Amex, Mastercard, Visa	+39 081 993190	https://danimaison.it
Lanterna Verde	frazione San Barnaba 7	Villa di Chiavenna	23029	ITA	Lombardy	€€€	Country cooking, Modern Cuisine	Thanks to its fireplace, the welcoming, classic-style dining room at this restaurant is perfect for winter dining, while its garden terrace attracts guests in summer. Whatever time of year you ...	Car park, Interesting wine list, Terrace	Mastercard, Visa	+39 0343 38588	https://www.lanternaverde.com/
La Coccinella	via Provinciale 5	Serravalle Langhe	12050	ITA	Piedmont	€€	Piedmontese	Three brothers, all of them experts, are the enthusiastic managers of this very fine restaurant. Recent renovation has increased the comfort and popularity of the place. The cuisine is Piedmontese.	Car park	Mastercard, Visa	+39 0173 748220	https://www.trattoriacoccinella.com/
Abraxas Osteria	via Scalandrone 15, località Lucrino	Pozzuoli	80078	ITA	Campania	€€	Campanian	Situated inland at a slightly higher altitude than the coast, this restaurant on two floors focuses all its attention on its regional cuisine and its wine list. Very good value for money, although...	Air conditioning, Car park, Terrace	Amex, Mastercard, Visa	+39 081 854 9347	https://www.abraxasosteria.it
Dalla Libera	via Farra 52	Sernaglia della Battaglia	31020	ITA	Veneto	€	Country cooking, Seasonal Cuisine	At this restaurant, an American-style barbecue garden (in summer) and a smart, rustic dining room provide the backdrop for carefully prepared local cuisine with a personalised, gourmet twist, such...	Car park, Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 0438 966295	http://www.trattoriadallalibera.it
All'Oro	via Giuseppe Pisanelli 25	Rome	00196	ITA	Lazio	€€€€	Creative, Italian Contemporary	Situated within The H’All Tailor Suite, a smart “tailor-made” hotel which offers its guests bespoke services, this restaurant boasts a pleasantly sophisticated New York-style dining room plus a ...	Air conditioning, Interesting wine list, Restaurant offering vegetarian menus, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 06 9799 6907	https://www.ristorantealloro.it/
Mangiare Bere Uomo Donna	viale Zonta 19	Suzzara	46029	ITA	Lombardy	€	Fusion, Regional Cuisine	She’s from Hong Kong, while he’s from Suzzara – together this couple run this welcoming restaurant where their international focus extends from the dishes which feature on the menu to the wine ...	Air conditioning, Terrace	Mastercard, Visa	+39 334 880 6508	https://mangiarebereuomodonna.com/
Buscone	Località Bosmenso Superiore 41	Varzi	27057	ITA	Lombardy	€	Country cooking, Traditional Cuisine	The difficulty, which perhaps you may encounter when trying to reach this trattoria, is compensated by the very pleasant family atmosphere and genuine home - made cooking.	Car park, Terrace	Mastercard, Visa	+39 0383 52224	https://www.ristorantebuscone.it/
Ponte Pietra	via Ponte Pietra 34	Verona	37121	ITA	Veneto	€€	Modern Cuisine, Contemporary	An old building next to the Roman bridge Ponte Pietra, with a couple of romantic small balconies overlooking the river. Charming dining rooms provide the backdrop for regional cuisine with ...	Air conditioning, Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 045 804 1929	https://ristorantepontepietra.com
Il Ristorante di Guido da Costigliole	località San Maurizio 39	Santo Stefano Belbo	12058	ITA	Piedmont	€€€€	Piedmontese, Modern Cuisine	Situated in a panoramic location surrounded by beautiful rolling hills, this restaurant occupies an old 17C monastery which has been converted into one of the region’s most elegant and exclusive ...	Air conditioning, Car park, Garden or park, Great view, Interesting wine list, Restaurant offering vegetarian menus, Terrace	Amex, Mastercard, Visa	+39 0141 844455	https://www.guidodacostigliole.it/
La Filanda	via Marsala 8	Manciano	58014	ITA	Tuscany	€€	Tuscan, Modern Cuisine	"Situated in the heart of the historic centre, this restaurant occupies an old spinning mill (""filanda"")  that has been completely restored without losing any of its original charm. Here, ..."	Air conditioning, Wheelchair access	Amex, Mastercard, Visa	+39 0564 625156	https://www.lafilanda.biz
La Favellina	via Cosari 4/6, località San Tomio	Malo	36034	ITA	Veneto	€€€€	Italian Contemporary, Creative	Signora Gianello fell in love with this delightful late-19C hamlet surrounded by the green hills north of Vicenza and bought a restaurant here, which she has renovated in an elegant, feminine ...	Car park, Terrace	Amex, Mastercard, Visa	+39 0445 605151	https://www.lafavellina.it/
Ristorante Alpes & La FuGa	via Ronco 24	Sarentino	39058	ITA	Trentino-South Tyrol	€€€	Modern Cuisine, Innovative	At this restaurant, choose between three tables in the elegant, contemporary-style purple Stube, and another three in the more rustic, historic and romantic Stube. Wherever you choose to sit, you’...	Car park, Garden or park, Interesting wine list, Terrace, Wheelchair access	Mastercard, Visa	+39 0471 623048	https://www.bad-schoergau.com/it/food/
Ego	via Stigliani 44	Matera	75100	ITA	Basilicata	€€€	Creative	Just a stone’s throw from the Sassi historic quarter, this modern, contemporary - style restaurant serves creative cuisine prepared by a young chef who already has plenty of experience under his ...	Air conditioning, Wheelchair access	Amex, Mastercard, Visa	+39 392 903 0963	https://www.egogourmet.it/
Lazzaro 1915	via Roma 351	Pontelongo	35029	ITA	Veneto	€€€	Italian Contemporary, Creative	Although it is now home to a welcoming and contemporary family restaurant, this building was once used as a place to rest horses and provide hospitality to workers from the sugar factory opposite....	Air conditioning, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 049 977 5072	https://www.lazzaro1915.it
Scaraboci	via XX Settembre 27	Marciana Marina	57033	ITA	Tuscany	€€	Creative, Seafood	Located just a few metres from the enchanting seafront at Marciana, this restaurant is one of the island’s gastronomic gems, offering a menu that features interesting combinations of beautifully ...	Air conditioning, Interesting wine list	Mastercard, Visa	+39 0565 996868	
Vitantonio Lombardo	via Madonna delle Virtù 13/14	Matera	75100	ITA	Basilicata	€€€€	Creative	Minimalist furnishings and lighting contrast with the unusual setting of this restaurant, which occupies a thousand-year-old cave in the centre of the Sasso Barisano district. Creative dishes ...	Air conditioning, Interesting wine list	Amex, Mastercard, Visa	+39 0835 335475	https://www.vlristorante.it/
Da Giocondo	via Suffragio 2	Rivisondoli	67036	ITA	Abruzzo	€	Cuisine from Abruzzo, Traditional Cuisine	A simple, rustic trattoria perched among the alleyways in the upper part of the village, where the owners themselves are at the helm in the kitchen and front of house. Delicious home-cooked ...		Amex, Mastercard, Visa	+39 0864 69123	https://www.ristorantedagiocondo.it/
Dell'Alba	via del Popolo 31	Piadena	26034	ITA	Lombardy	€	Lombardian, Traditional Cuisine	In business since 1850, and now run by the sixth generation, this traditional and historic family trattoria is a mecca for fans of Bassa Padana cuisine. The simple yet authentic ambience is warm ...	Air conditioning, Interesting wine list	Amex, Mastercard, Visa	+39 0375 98539	https://www.trattoriadellalba.com/
Miranda	via Cornello 8	Riva di Solto	24060	ITA	Lombardy	€€	Modern Cuisine, Classic Cuisine	Enjoy year - round dining on the glass - fronted terrace, which overlooks the garden and the beautiful lake. The cuisine here encompasses the whole of Italy, occasionally using ingredients from ...	Air conditioning, Car park, Garden or park, Great view, Wheelchair access	Amex, Mastercard, Visa	+39 035 986021	https://www.hotelristorantemiranda.com/
Osteria Antico Brolo	via Carere 10	Gardone Riviera	25083	ITA	Lombardy	€€	Country cooking, Modern Cuisine	Situated in the upper part of the town near the Vittoriale estate, this rustic 18C building is the setting for regional cuisine prepared using seasonal ingredients. The charming small courtyard ...	Terrace	Mastercard, Visa	+39 0365 21421	https://www.ristoranteanticobrolo.it
Kirchsteiger	via prevosto Wieser 5	Foiana	39011	ITA	Trentino-South Tyrol	€€	Classic Cuisine, Seasonal Cuisine	This restaurant has long been one of the most interesting in the area. It has a pleasing combination of traditional and modern cuisine created by the expert chef. The dining rooms have the same ...	Car park, Garden or park, Great view, Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 0473 568044	https://www.kirchsteiger.com/it/gastronomia/ristorante
